gene	max	min
AIF1	3.47933797828204	1.64685998171876e-09
HSPE1	3.47359661359539	2.02569214735604e-08
PDLIM2	3.47198608667492	1.22399046453836e-08
FHIT	3.46998177827202	3.42691670152107e-07
PSMA1	3.46992996369946	1.39855860226135e-09
HLA-DOA	3.46448277545795	2.05616923487639e-08
URGCP-MRPS24	3.43580272719647	1.61785010277526e-07
TRIM6-TRIM34	3.42801415620502	3.418923579801e-06
LIX1L	3.42634426464941	9.15043111611169e-05
MATR3	3.42619270652189	3.68254582383543e-09
TAF10	3.41192393023196	4.30295088449384e-09
GTF2H4	3.40247771700521	1.4781595503166e-08
HOXA9	3.39770075819339	5.98281069130735e-08
TAPBP	3.38364579920747	1.89629645319656e-10
NBPF15	3.38103971542436	6.04692605321588e-07
KCNMB1	3.37706568421497	2.32192503446527e-07
UQCRH	3.37040906320729	1.78905241163818e-05
MOB4	3.3697943634887	2.61049386551804e-08
NSL1	3.35607220266097	3.13390891015786e-08
OPN3	3.35553058598701	5.59458506188548e-08
RBM34	3.35531557269739	1.2268057680842e-08
COX19	3.3550332912998	2.44723246112244e-08
FCGR1A	3.35353790197655	4.4583692737632e-08
PIGF	3.34601649194596	1.20850609652834e-05
NIPAL2	3.34373487521976	0.000183590103950859
BDH2	3.34234427163396	2.67719890700846e-08
MTX1	3.3398623374674	3.89033773018355e-06
SLC25A26	3.33153143619568	7.99855586208764e-08
BHLHA15	3.32691504471737	4.32395730287638e-06
TMEM110	3.32551519866938	1.74532785557346e-07
HLA-DRA	3.31530861524351	3.42723183166527e-10
FZD4	3.31224150623345	1.97506371613088e-06
SH3YL1	3.31182803313971	3.17794902837676e-07
TUSC2	3.30885865176013	4.87225321421647e-07
TAP1	3.30737616999635	3.89872134576308e-10
RPS27A	3.30017187258926	7.62638219242717e-09
FADD	3.2867064828702	1.30484626126304e-06
NICN1	3.28436221744563	1.14712849654808e-05
PCDHA2	3.27910655042051	1.08497121453777e-06
HLA-DMB	3.27129233075301	5.34233102200687e-09
DCUN1D5	3.27081641150934	2.21990026361141e-09
STEAP1B	3.27025083874523	1.46731085881591e-05
RPL27A	3.26779825731614	5.20224041622441e-09
CFHR2	3.26493754579255	3.6451790563774e-07
PINK1	3.26417099206108	2.45082363292681e-07
NT5C2	3.26270839747125	7.19193307663346e-05
SRGAP2	3.25934619974516	7.06239055681124e-07
C8orf59	3.25353064048488	8.05017474903025e-09
CENPO	3.24655712492116	1.64688633397247e-07
C1orf54	3.23502536972176	6.39498245469383e-08
LRRD1	3.23257737865227	5.2196369892954e-08
SRSF10	3.23097294672236	3.02971746686254e-05
ALG9	3.22289972626306	3.93857276570486e-07
UQCRB	3.2219197189018	3.38906414043549e-09
RNF115	3.221552473291	1.0090452917666e-08
HS3ST1	3.22035740738162	7.14409337465582e-07
CISD2	3.2172513614087	1.73346164089594e-06
IFT172	3.2038991054292	1.27061812271734e-06
SDCCAG8	3.2030452426329	3.30149577454364e-06
PRKRIP1	3.20270243995837	1.00994006491106e-08
CBWD1	3.20131091528761	1.8715469174424e-09
RPL26L1	3.20015940618428	3.84325926638951e-08
SOD2	3.19464638588322	1.26107594589087e-06
TMEM140	3.18964539832264	3.36659291555463e-07
CHORDC1	3.18811372544071	1.45225857428599e-06
VGLL4	3.17628497841793	1.91541697347475e-06
PCDHA5	3.17517380061036	5.52995173501714e-05
ZNF706	3.16718582029682	2.00133332128871e-09
COMMD1	3.16302738806854	3.56621900010623e-07
PPT2	3.16224188284684	8.91893781052033e-09
CENPP	3.14749208949248	9.58337578587098e-05
CSNK1A1	3.14571363643391	8.63918971916178e-08
RBM27	3.13469272371534	5.20333061975187e-05
CCDC13	3.12031800731134	3.46148308709715e-05
KBTBD4	3.11881882674184	4.14695500161599e-08
DNAJB11	3.11694434183647	1.97557058889686e-06
WDR46	3.11660884248912	9.30760357675808e-10
CHCHD3	3.10503149584935	3.30758030742118e-07
FOXD1	3.10474351029549	2.8094625026398e-07
RBM4	3.10323919507131	9.57073531537844e-10
ABCF1	3.1003194578018	7.3535293410032e-09
NQO2	3.08893065684864	1.27027006691094e-08
NTPCR	3.08370905397645	9.85184378521353e-10
CEPT1	3.08216211772835	4.93684230162827e-06
FAM200B	3.07859137950376	9.54901180350021e-08
AS3MT	3.07625171372429	8.84661091049566e-08
FGGY	3.06048018209356	1.17832154700181e-07
C2	3.05946194243288	2.69080224768459e-09
CCHCR1	3.05818041985015	1.21373506800637e-07
RGL2	3.05596064337592	8.49348147369255e-10
PCDHA8	3.04331444640103	5.14603225809651e-07
MICA	3.03869124117808	6.2116325416639e-09
RPL37A	3.03661824451635	3.10161141214849e-09
SMYD3	3.02321846816078	3.85398317703789e-08
ABHD16A	3.01075073502929	1.05846593712045e-08
FKBPL	3.00219678962334	1.42943314962451e-08
ATF6B	3.00163243627765	7.09838232637594e-09
CDSN	2.9965554959973	3.59630408119926e-07
MTHFD2	2.99623373748828	1.18564234741214e-06
IL24	2.9948057809774	1.05703188557627e-06
ZBTB12	2.99292166576483	4.66697924750292e-09
RNF103-CHMP3	2.98781205746182	3.90421117657525e-09
NDUFS6	2.98330919361608	5.11229192339258e-05
HEBP2	2.98017114741912	5.84592285690633e-09
LRTOMT	2.97221079254764	5.79183953863804e-06
DALRD3	2.97158854405046	3.44948403174783e-07
ATOX1	2.96957155817904	4.13047018810175e-09
MDC1	2.96272858923606	5.06484356677106e-08
RPS7	2.96113541843204	5.18116305414651e-09
ETV3	2.95760111013629	1.07538021865139e-06
SLC44A1	2.95349296759032	3.66128887208106e-07
RBM8A	2.95245561296028	6.02841332408843e-09
GPR157	2.95026142492947	6.60449555622833e-06
PPIA	2.94789738177734	2.63842281356119e-10
HLA-E	2.94558733699922	2.84244094927999e-09
RNF39	2.93695945525542	1.98339373813639e-08
SEC24C	2.93318858682595	4.18009300950928e-07
GNG11	2.92752483862149	2.08892387831838e-08
CLIC1	2.9238174830957	3.45206707663692e-09
VPS52	2.91932549502105	2.26588880991585e-09
GRHPR	2.91699765278271	5.67066588352816e-07
NBPF11	2.90902875337494	3.07903590712755e-06
SNRPG	2.90710479365977	7.49828554802434e-09
EEF1A1	2.90306043889711	1.87022486386468e-09
MYCBP	2.90039303601957	6.35851282737576e-09
TRIM38	2.89059807255935	7.03432601056875e-08
AGBL5	2.87844039492694	1.4053645133405e-05
RPS23	2.87145985590403	5.70660230181375e-09
BAG6	2.87134855221074	4.03393318748613e-09
NDST2	2.86795296914625	2.87895420836293e-08
SDHAF2	2.86305203647503	4.96558705265215e-09
LY6G6C	2.8539164648533	2.64054991649942e-07
NOP16	2.84978736065103	1.1541057651776e-05
AIDA	2.84662544865447	0.00015345838780334
MRPS18B	2.84413670455301	5.99809357737513e-09
FAM204A	2.84186093190014	1.11442086669911e-08
GET4	2.83572715259311	1.1317036197056e-09
GPR75-ASB3	2.83234458806291	1.46539611556307e-07
CYB5R2	2.82400949237083	7.47128217071236e-08
SLC39A7	2.819834722364	9.41288469391566e-09
PRCP	2.81411932193308	1.12088186909887e-06
RPL37	2.80939907583168	5.65956614906327e-09
IMMP1L	2.80909837638144	3.43689447124262e-07
ZNRD1	2.80174816243948	1.66293290249087e-09
MRPL22	2.79496740147721	3.17206372280054e-07
BRF2	2.79360979712651	1.7899954052325e-07
VARS	2.79229866104197	6.69403421582615e-09
MTG1	2.78990753868038	1.47975764974717e-09
TUBB	2.7869291909989	2.86277757055586e-09
PCDHA9	2.78639277816295	7.42326533416104e-05
ZFPL1	2.78467530612583	6.86962930984691e-09
C9orf3	2.77759714174292	2.22065969612828e-07
AP4M1	2.77706118174182	1.13351235060399e-05
ANXA9	2.7744384111781	3.00194826330369e-07
SCNM1	2.77423225205339	7.31333660297651e-09
CCDC12	2.77146431635736	8.60967089089115e-06
TRIM26	2.77051091795904	4.06454070400741e-09
KCTD14	2.75581137885901	2.52013840906784e-08
NHEJ1	2.75461944776035	4.43068417510517e-07
C6orf136	2.74739216722661	9.05999719691408e-11
PRR3	2.7429966785405	4.93506986387615e-08
RPL14	2.73990509240049	1.70682223910035e-08
SKIV2L	2.73041654704869	8.52962145359015e-11
GGCX	2.72736599074286	3.4588579840289e-06
GPANK1	2.72652558210214	6.03387295683433e-09
MPV17	2.71433608474037	1.86478533734658e-05
CHST12	2.71307624715692	2.09009707319296e-08
SDHC	2.71123510355622	8.42335978745723e-10
PGAM1	2.71091222416244	2.02096452461831e-07
HRH2	2.70364530383904	6.29100289195605e-07
DPCR1	2.70231450458047	7.53703532785366e-06
IAH1	2.69912863976976	5.49316148124035e-10
PHF10	2.69824718778628	2.80459957080481e-06
RPL31	2.69523690962011	1.88311233273453e-09
USMG5	2.69428248592668	1.41358551530857e-08
CBWD2	2.68641321120008	1.20555458948957e-08
RAB11FIP1	2.6831568092908	3.7704394806326e-07
NPM1	2.68172255859813	2.30486101315819e-08
RPL32	2.67599373049355	6.66407373728362e-10
RPL12	2.67020241466306	1.39110056807112e-09
RPL15	2.65746532269245	3.34310712446495e-09
MGST3	2.65220664992651	1.28805144328226e-09
SRP19	2.62748957117837	1.92823344846715e-07
SCLY	2.62023058764896	2.47629304039876e-06
SSR2	2.61645448062759	2.17131024271566e-08
CAMTA1	2.61640014511777	1.80434156504816e-09
DEFB103A	2.61433903343696	4.94800600137069e-06
UBR4	2.61168336215207	2.31909700332267e-08
KYNU	2.60651283562456	3.35039045396002e-08
C1orf21	2.60562266448687	1.17917307194126e-05
VDAC2	2.60155515076963	5.84761893396291e-06
NADSYN1	2.60070746071576	1.85441884070769e-08
TMEM138	2.60034049400209	9.52134949550043e-07
SLC35E2	2.58618453564697	0.000123823304347681
NDUFA10	2.58305813050474	6.47124821284706e-07
TBC1D14	2.57906607263655	8.25380652713648e-09
NEU1	2.57715234930818	2.77774958590271e-09
NUCB2	2.57540252763516	2.29435206762219e-05
ALDH7A1	2.56485828219793	6.91943302655318e-09
CCDC127	2.56354515492553	9.39555944157178e-09
CPOX	2.55534106604286	1.57472895168098e-07
TTC4	2.54737605687951	1.26480714790489e-08
TOMM5	2.54089765528899	1.06857660497894e-08
KRBOX1	2.54029609048031	6.50520329159576e-07
RPS20	2.53985073937161	4.62719174976201e-07
NUDCD2	2.53835378541836	4.75247885489694e-09
VARS2	2.5303172785699	1.17272667132795e-08
RPL24	2.52433709575106	4.25079704768905e-09
C6orf201	2.51307626986121	7.69536403932847e-06
CACYBP	2.51242114305874	2.16748124524102e-05
EXOSC7	2.50215248425039	1.78188298645132e-05
ISY1	2.49626993626239	7.42084251825759e-08
RPL7L1	2.48960120018314	9.93398449367078e-06
SKP1	2.47983666286327	1.48396672727813e-09
TCF19	2.47924514853194	3.29901483908657e-09
FNTA	2.4664399522071	4.86693070733679e-07
DDR1	2.46621529524253	1.80938880767201e-07
ZNF322	2.45890838962319	5.40553568706414e-06
RBBP4	2.43873658358891	1.02047224004309e-08
MAP3K13	2.43751252972732	1.11238370070765e-07
SNX15	2.42724299509203	1.04469109807326e-07
FLOT1	2.42389103670113	4.37011848930524e-09
TNPO3	2.40293798910354	1.05261804250745e-06
PYGO2	2.39992062038822	4.6191807800966e-07
FXR1	2.38891944738889	2.41675684797826e-07
CSNK2B	2.37910172939528	3.31705862777198e-09
RPL30	2.37624711738778	6.0362790321733e-09
RING1	2.37530046034757	2.99377234114218e-09
KCND3	2.3682052505253	3.41663304670448e-06
ECSCR	2.36811436239647	1.038176554502e-06
TRIM31	2.36187328494326	2.45310937341259e-07
C6orf47	2.35340294732549	4.89488849453323e-09
CNKSR3	2.34864773484329	1.4171952589237e-07
RNF5	2.34702904627996	5.61525226316917e-09
ACSL6	2.33646745818261	8.87008667405098e-07
LSM2	2.33470127219055	9.80539205386322e-10
HSPB2	2.3243251968884	3.31622107552221e-08
PEX10	2.31582888177812	1.3428801270976e-07
FAM45A	2.29460196379353	6.64438992714622e-08
HMGN2	2.28402314189074	3.54027097779763e-05
GNL1	2.28050114001456	1.32379167627761e-08
EHMT2	2.27618806468731	1.39276847832548e-08
EIF3M	2.27019194216797	1.72401959375179e-08
ZDHHC3	2.26918672660313	9.96150570387044e-06
NIT2	2.25922468335349	1.98122195964601e-05
RPL34	2.2428235224512	1.2333654098029e-09
DAXX	2.22982647808708	2.57841792361546e-09
BOLA3	2.22152982506447	5.12791610951524e-07
CHDH	2.21281317205963	1.84967309007078e-05
NDOR1	2.21190520960827	4.06095844995846e-06
RPL22	2.21152134975166	9.36178166099921e-08
ALX3	2.20839529680279	4.10909594887876e-05
TRIM27	2.20504963082073	3.61972096740715e-08
POU3F3	2.1932771192512	1.45552091712631e-06
PAIP1	2.18969583784935	2.32591821358596e-08
COX7A2	2.18759331628166	3.81815929983986e-08
PSMD6	2.18318976509784	3.47684547818972e-09
PTPMT1	2.18230701407376	1.42893884476081e-05
AP5B1	2.16911498553164	1.62760892763458e-07
WDR3	2.16809141504579	1.72126846580412e-05
TWIST2	2.13418683285034	5.32041659617732e-07
CLVS1	2.1332767895049	8.02790773484219e-05
LTC4S	2.13233853373298	1.93227431299903e-06
DNAJB6	2.11932696262469	5.43481082360131e-09
UFSP2	2.10566584169155	0.000153229557168899
GNAI3	2.09517152168586	3.61335672494079e-09
RPS24	2.09425768814323	1.08741105009358e-09
GLDC	2.07951422469585	2.67148907440173e-06
TRAPPC12	2.0758978717495	1.78502297387695e-07
CUL3	2.07399652221082	8.1922232787246e-05
HNRNPA0	2.06468608967251	3.79317466325801e-09
IPPK	2.05250348254956	1.6016678611841e-05
DNAJC19	2.04953616475549	5.45016751729577e-08
OLA1	2.02856303283723	6.25444905644201e-07
SLCO4C1	2.00700568001193	1.09100041534305e-06
ENY2	2.00173681215733	6.20742390822215e-09
FSCN3	2.0016758528905	3.98855606320581e-08
HOXD9	2.0003815628127	3.09772861672997e-06
RXRB	1.98827126688801	3.70642583291669e-09
MRPL50	1.96697126390368	4.95669283395728e-10
PPIAL4G	1.94215010495385	8.06277109743903e-07
ZBTB22	1.90891916209856	2.08434824955361e-09
LSM3	1.90615568777689	1.11574669503511e-08
RNF187	1.89912031432701	1.37114009390871e-06
B3GALT4	1.89279213798561	2.3923913561319e-07
CDC26	1.8901561215964	4.61081393599017e-06
CNIH4	1.88380113106399	7.05147916768567e-06
C11orf58	1.88211901299828	7.93980607483036e-07
SP8	1.87210593690299	2.98365115947163e-05
RHOU	1.87080994179467	5.62205438647823e-06
UBE2F-SCLY	1.86004342999784	1.22877513497599e-07
EIF3F	1.85321846949955	1.58407722494758e-08
FAM153C	1.85124196343735	1.82513007649376e-05
TRIM34	1.84835965597924	3.81831069806715e-06
PDCD6	1.83834700832734	6.57583409946483e-09
MRPS33	1.83414251349324	6.34490975315316e-08
RPL35A	1.79542210694771	5.97512883615536e-08
ACP6	1.78280396908823	2.68636282108048e-07
ATRIP	1.75921795212334	5.27930934524079e-08
C2orf74	1.74511874282393	8.68652136887249e-08
RPP30	1.72236938342326	2.2606539618053e-07
SPTAN1	1.71056625676958	2.40087044200976e-06
KIAA0408	1.70718746093888	1.97749096715327e-05
C6orf48	1.70453492999842	3.15060422195756e-08
POLR2B	1.70376989301892	2.89632067715928e-05
GLRX	1.69844310201475	7.54871329888829e-08
H2AFY	1.69794609446078	1.10952420584454e-08
C6orf15	1.68494789522174	8.39680320829927e-07
CCDC85A	1.67668696622277	2.75435234793342e-05
SAP30L	1.66054690667518	3.6538062083924e-05
DHX16	1.66001496134976	4.75863703996993e-09
TOMM6	1.63238404660405	1.54910217986526e-09
FCGR2B	1.61537427683612	2.35233058898388e-06
CCR6	1.57520392711442	6.12939725650463e-05
P2RY1	1.57497386993646	1.08676776733319e-06
MUC21	1.57371423008923	2.36237593487232e-07
TRIM39-RPP21	1.55782176536979	1.14692078057033e-09
TBC1D7	1.54962121447841	3.72547637184084e-08
HDAC2	1.49380756737724	2.24255767102832e-05
TMEM59	1.472287290114	3.2152574922506e-06
EIF4E2	1.45424906524525	7.134064877512e-05
FXN	1.4477663375317	1.39457933023834e-06
SYCE1	1.42834159580261	1.31849780968807e-05
RNF130	1.41329139011521	2.72991496075292e-09
NAGK	1.41275144747864	4.53348327766889e-08
PLA2G12A	1.38496193183127	2.22427699703154e-05
AK2	1.35949011618602	1.37568537939003e-05
TOMM7	1.33777431170156	1.37621864126913e-07
TPM3	1.33361453755667	4.97376806407601e-09
GPR146	1.33131408015695	2.54177302707603e-05
SSBP1	1.32924600897531	1.92206190519073e-07
HEMK1	1.29819258840663	4.86512920923055e-05
ZBTB9	1.27542038470594	1.80522849113629e-07
LCE1F	1.26462813795539	1.93268073926944e-05
TNF	1.24720727026773	1.85283217235543e-06
WDR12	1.11649362552643	6.56572128754362e-06
CALML3	1.05823955531651	7.28566540431075e-09
MICB	0.974216360148392	9.85225539151813e-07
TRIM39	0.924197188612146	1.13823849612338e-06
MREG	0.902370405731247	2.30445393567535e-05
SCRG1	0.82435613768135	2.99692343563862e-06
VWA7	0.713803970794943	1.06839727180841e-05
CHRDL2	0.688863540895484	2.40249050293961e-05
LETM2	0.621996820414766	7.29375356378625e-06
ZFP57	0.546284692360038	4.53146469592269e-06
FAXC	0.544083018223824	1.01425337106775e-06
SERPINA3	10.980617909518	6.30663876677318e-09
KRT19	10.6118074396038	4.55527844258619e-05
COX7A1	9.07150830651035	5.71024772586526e-05
MIF	8.98973619673879	3.14503987297599e-08
GAGE1	8.88616013061678	9.68664041245404e-06
LGALS7	8.88359979026044	2.45956962574567e-06
HBA1	8.72668632357	1.3583382418858e-08
FXYD6-FXYD2	8.61534998120688	1.33681716096845e-06
APOC4	8.48495483438202	4.82895479603229e-06
GAGE10	8.34195605626763	2.32530222703531e-05
SPANXB1	8.3038965872229	0.000251835189122751
ATP6V0C	8.17052127833258	6.19024103087895e-08
GGTLC2	8.14513160284254	6.13103062541143e-06
CT45A3	8.0886783405022	3.42544576703574e-06
PRR4	8.08320558844194	2.608050579056e-06
CRIP1	8.04859640229382	2.33480577094269e-08
CCL15	8.04286571204452	8.79843247592049e-07
SRCAP	8.01043189165538	1.51499086165074e-07
SRRM2	7.99751780794095	1.55118984617175e-05
CBS	7.94579519553206	5.07458723930654e-08
APOLD1	7.92605072964367	2.59782950706722e-09
ATP5EP2	7.92367874169113	1.07054693998521e-08
NME2	7.89432513769165	1.30308626111741e-08
YJEFN3	7.82120668845754	3.64360325399993e-06
SNX22	7.80860246958216	1.07088593548355e-08
DNASE1	7.7546098515509	2.03471311976955e-06
KRT222	7.56593124908152	1.52981438183986e-07
HPR	7.55051631999322	2.48162747311653e-05
NDUFS7	7.51128301399374	1.79912795772452e-09
JSRP1	7.40177903294034	1.02275645730288e-08
HBA2	7.37719920313499	9.4863703559156e-08
TAF4	7.35084726573717	0.000114852665597631
FCGBP	7.31437298408752	1.35243225951598e-06
NDE1	7.30393407638676	3.65006836311466e-07
RPS17	7.300110128479	3.4030216866654e-08
CAPN12	7.26747179417156	5.13879956365315e-08
MT1G	7.25988701319427	1.4809656656567e-06
KRT75	7.23568000280857	2.99035457107522e-06
TNFRSF6B	7.14486656830319	9.82452981190818e-08
BCKDHA	7.14202997724582	1.29829791362113e-09
SLC5A3	7.12883171407456	4.92124174300557e-07
ZNF90	7.0890160856166	1.63209740167147e-09
PLBD2	7.08742319670348	9.78466641043951e-09
ADPRHL1	7.07673992369578	1.2721436792873e-06
MAGEA9	7.02772224312334	3.2854702558538e-06
F8A1	6.99594446851082	4.08689526665285e-09
VAMP2	6.96758298060653	1.03712722898663e-06
CCL14	6.95196851770752	1.26728227911599e-07
KRT79	6.92067683088738	7.79610478129911e-06
KRT6B	6.89577468352963	1.69482071310512e-06
C3	6.89449733554588	1.14312300780739e-06
SNURF	6.88854859508959	1.67416403851206e-07
KRT6C	6.87253437006753	5.59942128219859e-07
CXCR5	6.85670828214845	2.55757686140612e-08
HS3ST3B1	6.85505682860247	4.08962303404259e-05
GLIPR1	6.85172373562147	4.35429440548418e-06
CLEC2D	6.84985201392389	5.9841646875558e-06
ZACN	6.84531239554552	8.28159407717521e-09
NAA38	6.82844886417595	4.03094979617435e-09
SLX1B	6.778391934659	4.0725155470156e-07
SULT1A4	6.77297782975941	5.14514919558451e-08
CT45A5	6.76256649507999	5.34448309785773e-06
IGLL1	6.75778470639695	2.21113305443055e-09
GOLGA8A	6.75573830990838	0.000183819639209215
OMG	6.74860341432419	0
C19orf33	6.72866461208349	5.81110004560514e-09
SEC11C	6.71209959936048	1.42012223491861e-06
CD68	6.63782548469891	9.25516552285899e-10
KRT4	6.62916179625437	9.73908557622138e-05
ENO3	6.6211078052017	1.00129895486134e-08
TMEM189-UBE2V1	6.61955325426851	1.05583906062634e-08
TRAPPC5	6.61182402154357	5.25190291256195e-09
PNMA6A	6.60361477035486	6.77838139395703e-07
KRT7	6.59165785186669	2.36940114293205e-05
H2AFJ	6.5853357634381	1.20940502057465e-09
LIME1	6.56280135406839	2.99625515509661e-08
AMN	6.54329083992255	8.77170101887259e-07
CYP2A7	6.48872934810402	9.41907870366521e-06
U2AF1	6.47191217564804	9.13048747719358e-09
BOLA2	6.46681922364477	4.27643049860649e-08
RPS26	6.42932274826012	2.84449930276764e-09
SIK1	6.42514929359769	5.98574825261267e-08
MTFP1	6.39314367637884	4.24597611292654e-07
CST2	6.39022256436255	4.73652144350467e-06
GCHFR	6.37905649619337	2.32442820546908e-09
CST4	6.35046338190798	1.69331733923528e-06
C21orf33	6.33897114721461	1.27999228993758e-08
F8A3	6.33375739705848	2.74343197048665e-08
BCAS4	6.33087267418729	2.41011167911864e-07
VPREB1	6.33015392090908	0.000266382892684547
CDRT4	6.31075305491597	4.38332974428413e-06
CTAG1B	6.26928273564273	3.49372465358044e-06
TIMP3	6.26839119678111	3.49036000102387e-09
CIDEB	6.26618790548272	1.36464470834596e-08
SOCS1	6.26377297196539	2.92621137276683e-06
C12orf60	6.26328126497741	5.07943463956551e-08
MGAT2	6.25160769885197	9.42979028195623e-10
KRT86	6.22442972344698	1.64087048171169e-06
APOC2	6.21472492114159	1.11507749700479e-08
IGLL5	6.206094512372	8.4712521442043e-09
GLUD2	6.20500470850497	2.92750268471309e-09
IFI30	6.19870108976182	3.43778605582656e-09
NPB	6.17348171922366	0.000343777678447399
NOMO3	6.145876499262	1.32852546741447e-08
SLC19A1	6.14336253108932	3.31028995326221e-08
SIVA1	6.13816834331648	8.69170715844803e-07
PHC1	6.12130025717207	2.54921905806782e-09
SLC5A10	6.11662652036539	2.98016026611947e-06
LUC7L3	6.09934769139884	0.000136297269804686
CT45A1	6.06177065243405	5.54597835460413e-05
DOC2B	6.0538408416506	3.09692929967298e-07
MT1A	6.05358669734836	5.04490968111782e-07
SLC25A35	6.04895357478362	1.49499053136992e-08
IL4I1	6.04822048850809	3.15762533933395e-05
ZDHHC20	6.04310588221577	2.66479105448525e-09
CD37	6.02787306176256	0.00010138190010256
SYCP3	6.01621344296321	0.000105764219680476
MLLT1	6.00734347782209	1.37033762115379e-09
CTAG1A	5.97937402566112	6.51696242846e-05
MRPL12	5.94206712335418	8.9696652239013e-07
IGF1	5.93233230395634	2.98454165115203e-06
ODF3B	5.92587773012286	1.38195014232068e-05
ALDH1A2	5.91767089388435	0.000156640661271634
PIK3R2	5.91435167858298	6.23750340267293e-08
PSMB10	5.91275752251788	5.30733819941176e-05
XAF1	5.90826490998034	4.46851385227376e-07
GSTT2B	5.90543688972721	2.48033197536301e-07
PABPC3	5.86060854063111	8.23697576812776e-09
SH3BP1	5.8594362035206	5.36789930682957e-06
F8A2	5.82873799944272	6.39377328859325e-07
PLLP	5.81305735379782	6.97895590207054e-08
RPL18A	5.80832881800356	5.76301317778416e-09
SRXN1	5.78451279460367	2.91974089350333e-09
KRT14	5.77430634232721	0.00010139659906816
RPS28	5.75932262550857	8.35313507252522e-09
RNASE4	5.75873719200757	1.2573235785851e-08
FXYD1	5.75213673888441	2.49264770602053e-07
PKMYT1	5.75212994167525	2.90576401074105e-06
ZNF121	5.73846349739077	3.1536511446717e-07
CAPN3	5.72170938855197	1.03356569169932e-06
PLTP	5.7178861933755	5.51907897161641e-07
TUBA1C	5.70752837974446	1.88448385785023e-08
ZNF814	5.70622801818524	2.54269670829643e-06
CEBPA	5.69705164615513	4.45705117257944e-08
MYL6B	5.69113970634687	2.17810969260768e-08
TCHP	5.68767655326674	3.42681035991887e-07
CD27	5.66277058799149	4.57162426421576e-05
EIF4A1	5.66074721813743	5.24258414458245e-09
MTHFS	5.65960841107228	7.42592720648361e-09
SCO2	5.65879213068801	1.43972087585098e-08
CHURC1-FNTB	5.65858837904187	2.99017406391044e-08
SERINC4	5.65390292817805	2.43950304623652e-07
SLX1A	5.63128107573604	1.17404255206566e-08
PCSK7	5.60433871695959	1.32005442132765e-08
HCAR3	5.60417193894464	8.69619558585555e-08
ZNF770	5.58237196209258	9.8532670911311e-09
CNTD1	5.57787891499882	2.72263922518334e-09
DGCR6	5.56584746179111	1.94340636916479e-08
PDXP	5.55503878406032	1.15622010632421e-07
NFAT5	5.55199153352688	9.74845039536376e-06
SERPINB10	5.54909877652894	1.2613855167487e-05
IDS	5.54598072944666	4.69735095265378e-09
TRAPPC2L	5.54403470030781	9.01488563798125e-08
PDF	5.54263927387762	5.67435143317141e-09
ISG20	5.51856063185301	2.81080581032711e-09
NACA2	5.51203387025541	5.92579247893354e-08
DDTL	5.49627197471095	1.20506640222118e-08
BCL2L2-PABPN1	5.46798411546769	7.30191911380018e-08
STUB1	5.45431450707328	5.12126430152193e-09
NR1D1	5.45281518976126	6.01248996368042e-07
CALML4	5.43797427242228	5.31433714812124e-08
CDK3	5.43028520084699	1.63672151387573e-08
GALNT4	5.40819847977078	2.49429414900249e-08
MUC16	5.40193171270052	5.35215590380389e-06
RPL39	5.39810944812072	5.28135837285504e-08
ETFB	5.38186604423148	2.41066262951506e-07
GSPT2	5.34951786296737	8.13539342559011e-08
TPM1	5.3489287096672	1.35682196402698e-05
CHKB-CPT1B	5.3478657905019	7.47608530637933e-09
DUOXA2	5.3371239422413	2.89606880210513e-06
EPN1	5.32367904387138	6.64429398167243e-06
ICAM3	5.31837977221465	1.11313529060908e-07
NME1-NME2	5.31810387253171	7.84580045376515e-09
PWP2	5.3120679260359	7.26841697940017e-10
NDUFA13	5.30496293022417	2.09479011914482e-09
DDT	5.28122204099813	1.4327490305277e-09
NLRP1	5.28065707105666	2.07630273161286e-05
PLD4	5.27281920959359	1.91438963884072e-06
PLA2G4B	5.26297749827819	3.97374892058266e-06
POLR2F	5.25915372187606	2.16700080102328e-09
CPT1B	5.25517302746418	1.44804616075689e-07
ATP5E	5.25043448288414	1.8933947742994e-07
SLC5A2	5.24390413062819	5.3557718260322e-09
ARG2	5.24157813495754	1.09432277017874e-07
SNRPN	5.23762578466529	7.23811854896894e-09
FARP1	5.23281556866874	3.38069581218292e-08
CCL4L2	5.22397860307649	3.61781916424775e-07
C15orf38-AP3S2	5.2159658901978	1.76232894943951e-09
CCNF	5.21168478230603	6.64909733716357e-06
ACSBG1	5.20551465779592	7.76400198443383e-06
SRR	5.19103213178616	5.91176041453423e-09
HSD17B1	5.19071707107648	9.30950422972643e-07
CSDC2	5.19057476729826	5.07250447912e-06
MMP19	5.18437765830836	7.15119889420635e-05
SLA2	5.17529096111052	3.03239136023592e-08
GPS2	5.16907466324351	6.47662723451958e-09
CLEC18C	5.16491251550285	1.87734015089092e-06
MMP24	5.16416904303318	3.55068172197548e-07
LAT	5.13272589453967	1.81433174262224e-07
RPS29	5.12495480409754	1.29686572591936e-09
IQCK	5.11090807385891	1.59869150397896e-05
CLEC18B	5.10529752031935	3.00550308462988e-06
NUDT4	5.09456790201285	9.23038534494935e-10
PAGE2B	5.08050466336132	2.5771339109415e-05
DDX6	5.07614972178937	2.89140816178701e-07
RALGAPA1	5.07059401333099	2.18123408668447e-06
